timestamp,cpu_usage,ram_usage,disk_usage,bytes_sent,bytes_received,packets_sent,packets_received,active_connections,response_time_ms,time_diff_seconds,bytes_sent_diff,bytes_received_diff,packets_sent_diff,packets_received_diff,bytes_sent_per_second,bytes_received_per_second,packets_sent_per_second,packets_received_per_second,network_bytes_per_second,network_packets_per_second,high_cpu,high_ram,high_response_time,anomaly_prediction,anomaly_score,status
2026-08-19 12:20:59,32.0,87.1,72.8,11042256,66908106,34711,62959,139,463.48,6.0,5736.0,26996.0,21.0,36.0,956.0,4499.333333333333,3.5,6.0,5455.333333333333,9.5,0,0,0,1,0.23400891989925987,NORMAL
2026-08-19 12:21:06,15.5,86.2,72.8,11059506,66972166,34779,63060,146,438.81,7.0,17250.0,64060.0,68.0,101.0,2464.285714285714,9151.42857142857,9.714285714285714,14.428571428571429,11615.714285714284,24.142857142857142,0,0,0,1,0.25694232290309466,NORMAL
2026-08-19 12:21:12,18.1,86.5,72.8,11069570,67024689,34817,63126,147,446.32,6.0,10064.0,52523.0,38.0,66.0,1677.3333333333333,8753.833333333334,6.333333333333333,11.0,10431.166666666668,17.333333333333332,0,0,0,1,0.2579520248645116,NORMAL
2026-08-19 12:21:19,12.1,86.5,72.8,11083067,67057363,34855,63180,145,444.92,7.0,13497.0,32674.0,38.0,54.0,1928.142857142857,4667.714285714285,5.428571428571429,7.714285714285714,6595.857142857142,13.142857142857142,0,0,0,1,0.25557488319034904,NORMAL
2026-08-19 12:21:25,11.3,86.5,72.8,11088894,67089194,34878,63220,145,461.7,6.0,5827.0,31831.0,23.0,40.0,971.1666666666666,5305.166666666667,3.8333333333333335,6.666666666666667,6276.333333333334,10.5,0,0,0,1,0.2530992432494918,NORMAL
2026-08-19 12:21:32,16.6,86.6,72.8,11094830,67116684,34902,63265,147,440.71,7.0,5936.0,27490.0,24.0,45.0,848.0,3927.142857142857,3.4285714285714284,6.428571428571429,4775.142857142857,9.857142857142858,0,0,0,1,0.26053687277528426,NORMAL
2026-08-19 12:21:38,10.5,86.7,72.8,11100195,67140019,34919,63301,147,430.86,6.0,5365.0,23335.0,17.0,36.0,894.1666666666666,3889.1666666666665,2.833333333333333,6.0,4783.333333333333,8.833333333333334,0,0,0,1,0.2516776836592273,NORMAL
2026-08-19 12:21:44,10.7,86.0,72.8,11105935,67180578,34940,63366,147,432.43,6.0,5740.0,40559.0,21.0,65.0,956.6666666666666,6759.833333333333,3.5,10.833333333333334,7716.5,14.333333333333334,0,0,0,1,0.25017413320321996,NORMAL
2026-08-19 12:21:51,21.6,85.9,72.8,11123264,67217836,35003,63446,144,451.91,7.0,17329.0,37258.0,63.0,80.0,2475.5714285714284,5322.571428571428,9.0,11.428571428571429,7798.142857142857,20.42857142857143,0,0,0,1,0.25887901582598444,NORMAL
2026-08-19 12:21:57,16.3,86.1,72.8,11130690,67251283,35044,63505,147,500.55,6.0,7426.0,33447.0,41.0,59.0,1237.6666666666667,5574.5,6.833333333333333,9.833333333333334,6812.166666666667,16.666666666666668,0,0,0,1,0.25256118993927207,NORMAL
2026-08-19 12:22:04,12.7,86.1,72.8,11148456,67368280,35139,63622,154,454.63,7.0,17766.0,116997.0,95.0,117.0,2538.0,16713.85714285714,13.571428571428571,16.714285714285715,19251.85714285714,30.285714285714285,0,0,0,1,0.23863862047685253,NORMAL
2026-08-19 12:22:10,15.7,85.9,72.8,11154321,67380419,35162,63652,151,453.15,6.0,5865.0,12139.0,23.0,30.0,977.5,2023.1666666666667,3.8333333333333335,5.0,3000.666666666667,8.833333333333334,0,0,0,1,0.26246074486431026,NORMAL
2026-08-19 12:22:17,19.7,86.4,72.8,11173169,67439775,35235,63744,152,449.97,7.0,18848.0,59356.0,73.0,92.0,2692.5714285714284,8479.42857142857,10.428571428571429,13.142857142857142,11172.0,23.57142857142857,0,0,0,1,0.25783500688502686,NORMAL
2026-08-19 12:22:23,12.5,86.3,72.8,11184155,67463607,35259,63780,134,434.33,6.0,10986.0,23832.0,24.0,36.0,1831.0,3972.0,4.0,6.0,5803.0,10.0,0,0,0,1,0.2503721678865434,NORMAL
2026-08-19 12:22:30,40.8,86.6,72.8,11235641,68424830,35554,64667,145,462.05,7.0,51486.0,961223.0,295.0,887.0,7355.142857142857,137317.57142857142,42.142857142857146,126.71428571428572,144672.7142857143,168.85714285714286,0,0,0,1,0.14412978666915183,NORMAL
2026-08-19 12:22:36,47.7,90.9,72.8,11937663,76928401,38471,72603,340,565.78,6.0,702022.0,8503571.0,2917.0,7936.0,117003.66666666669,1417261.8333333333,486.1666666666667,1322.6666666666667,1534265.5,1808.8333333333333,0,1,0,-1,-0.09733775757346708,ANOMALY
2026-08-19 12:22:44,25.3,91.1,72.8,12971346,80432785,43786,78835,794,1474.44,8.0,1033683.0,3504384.0,5315.0,6232.0,129210.375,438048.0,664.375,779.0,567258.375,1443.375,0,1,1,-1,-0.13474654944803066,ANOMALY
2026-08-19 12:22:51,20.1,89.8,72.8,13388297,81267867,45565,80976,890,471.62,7.0,416951.0,835082.0,1779.0,2141.0,59564.42857142857,119297.42857142857,254.14285714285717,305.85714285714283,178861.85714285713,560.0,0,0,0,1,0.0497869978003459,NORMAL
2026-08-19 12:22:57,22.2,89.4,72.8,13545796,81385485,45896,81382,879,428.45,6.0,157499.0,117618.0,331.0,406.0,26249.83333333333,19603.0,55.16666666666666,67.66666666666667,45852.83333333333,122.83333333333334,0,0,0,1,0.1357399376719774,NORMAL
2026-08-19 12:23:03,17.0,89.0,72.8,13575275,81441241,46006,81574,868,432.34,6.0,29479.0,55756.0,110.0,192.0,4913.166666666667,9292.666666666666,18.33333333333333,32.0,14205.833333333332,50.33333333333333,0,0,0,1,0.1848130358116285,NORMAL
2026-08-19 12:23:10,20.3,88.3,72.8,13582898,81466161,46041,81654,828,465.71,7.0,7623.0,24920.0,35.0,80.0,1089.0,3560.0,5.0,11.428571428571429,4649.0,16.42857142857143,0,0,0,1,0.19689963719543996,NORMAL
2026-08-19 12:23:16,16.7,87.9,72.8,13604658,81508378,46107,81796,795,430.39,6.0,21760.0,42217.0,66.0,142.0,3626.6666666666665,7036.166666666667,11.0,23.666666666666668,10662.833333333334,34.66666666666667,0,0,0,1,0.2012590681094779,NORMAL
